sectperf,prof_pos,sex,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
GOV,RSE,T,FTE,DK	1382 e	1384 	1254 	1208 	1181 	1216 	1115 	1159 	1203 b	2173 	2105 	2287 	2337 	2268 b	3511 d	3622 	3918 d	: 	3673 d	3590 de	3575 d	: 	3010 d	2791 d	2573 d	2509 d	2445 d	2340 d	2234 d	2163 d	2092 d	2017 d	1943 d	1868 d	1755 d	: 
GOV,RSE,T,FTE,EA19	159901 p	157558 	160842 	158458 	153972 	151550 e	149939 e	141930 e	138500 	132778 	128900 	126216 e	120397 e	116743 e	115718 e	118099 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,EE	514 p	533 	553 	546 	536 	548 	513 	531 	545 	513 	474 	486 	478 	463 	473 	559 	620 	632 	699 	1339 	1483 	1829 	1942 	1971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,EL	6945 p	5844 	5778 	4510 	4370 b	: 	: 	: 	2201 e	2259 e	2076 	: 	2136 	: 	1980 	: 	2001 	: 	1985 	: 	2012 	: 	1905 	: 	1918 	: 	2101 	: 	2084 	: 	: 	: 	1501 b	: 	: 	: 
GOV,RSE,T,FTE,ES	19962 	20180 	20673 	21850 	22893 	24377 	24165 	22578 	21412 	20063 	20446 	17151 	15489 	12625 	13345 	12708 	11934 	11021 	10490 	9126 	8359 	7820 e	7737 	7660 	8079 	7623 	5864 	5706 	4528 	4060 	2839 	2917 	2871 	3351 	3632 	: 
GOV,RSE,T,FTE,EU28	211068 p	207533 	210647 	207399 	203821 	201545 e	199209 e	192370 e	188306 	185036 	181758 	177291 e	171587 e	168292 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,FI	3550 	4089 	4482 	4432 	4630 	4551 	4505 	4541 	4482 	4470 	4374 	4200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,FR	: 	29390 	28227 	27413 	26808 	26611 b	28702 d	27372 d	26527 d	25641 d	25889 d	24779 d	24541 d	24140 d	22945 d	26132 bd	25187 d	24216 d	24249 bd	27803 	27195 	26403 	25720 	25499 b	25949 	24922 	24249 	23229 	22200 	21723 	21215 	20135 	19127 	18358 	15700 	: 
GOV,RSE,T,FTE,HR	1756 d	1857 d	1945 d	1965 d	2048 	2097 	2030 	1888 	1863 	1912 	1899 	2420 	2158 	2022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,HU	4680 	4776 	4782 	4674 	5271 	5027 	4928 	4720 	4572 	5226 	4959 	4693 b	4741 d	4622 d	4657 d	4653 	4550 d	4289 d	3911 d	3925 d	3529 d	3833 d	3769 d	3833 d	4204 d	4717 d	4887 d	4933 d	5039 d	5020 d	4963 d	5564 d	5081 d	5009 d	5004 d	5641 
GOV,RSE,T,FTE,IE	494 	461 	437 	495 	547 	562 	520 	537 	523 	485 	419 	559 	553 	587 	505 b	737 	300 	310 	302 	314 	283 	291 	261 	251 b	353 e	395 e	443 e	497 	551 	605 	618 	633 	666 	681 	639 	: 
GOV,RSE,T,FTE,IS	239 	: 	181 b	: 	411 b	: 	547 	480 	459 	528 	501 	: 	467 	: 	424 	: 	422 	401 e	390 	350 	324 	330 	320 	286 	290 	293 	297 	: 	225 	: 	199 	: 	200 	: 	174 	: 
GOV,RSE,T,FTE,IT	21229 p	21045 	21313 	20499 	18780 	17496 	16678 	15555 	17291 	16590 	14454 	14237 	13976 	13565 	13006 	14315 	13697 	13615 	13685 	13637 	13916 	13587 	13298 	13117 	12654 	14501 	13981 	13942 	12535 	11548 	11348 	10917 	9737 	9314 	7849 	: 
GOV,RSE,T,FTE,JP	: 	30373 	30904 	31567 	32164 	32422 	32715 	32050 	32705 	33593 	34035 	33894 	33711 	33891 	33750 	31228 	30987 	30910 	30212 	30241 	30346 	30263 	29907 	29894 	29603 	29516 	29322 	29288 	28909 	28909 	28890 	28818 	28761 	28831 	29011 	: 
GOV,RSE,T,FTE,KR	: 	24750 	23292 	22204 	21203 	19753 	18217 	15552 	15859 b	14054 d	12791 d	12166 d	11974 d	11356 d	12040 d	11564 d	11745 d	10098 d	12323 d	12322 d	12711 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,LT	1449 	1400 	1395 	1372 	1376 	1467 	1733 	1643 	1653 	1651 	1805 	1676 	1686 	1871 	2432 	2557 	2838 	2949 	3004 	2915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,LU	787 p	708 	733 	732 	747 	662 	597 	553 	503 	435 	374 	342 	325 	285 	278 	225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,LV	691 p	681 	707 	703 	686 	635 	708 	851 	744 	598 	589 	490 	517 	549 	571 	662 	752 	821 	1031 	1302 	1349 	1344 	1589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,ME	: 	97 	97 	: 	109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,MK	: 	354 	344 	389 	230 	419 	384 	440 	446 	462 	457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,MT	19 p	16 	17 	28 	25 	30 	31 	30 	15 	27 	18 	19 	9 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,NL	9197 dp	8624 d	8616 d	8581 bd	6761 d	6959 d	6820 d	7000 d	6977 d	7131 d	7028 d	7752 d	7672 bd	6790 	6799 	5952 b	6829 	7996 	7817 	7831 	7830 	7650 b	7260 	: 	: 	: 	6750 	: 	6050 e	: 	5670 	: 	5020 e	: 	4541 	: 
GOV,RSE,T,FTE,NO	4780 p	4627 	4705 	4654 	4601 	4479 	4450 d	3930 d	3878 bd	3530 d	3449 d	3300 d	3258 d	: 	3082 d	: 	3037 d	: 	3051 d	: 	3015 d	: 	2885 d	: 	2582 d	: 	2423 bd	: 	1865 d	: 	1553 d	: 	1527 d	: 	1386 d	: 
GOV,RSE,T,FTE,PL	13618 	13847 	13571 	13583 	13824 	13553 	13193 	12917 	12813 	12438 	12175 	12804 	13233 	14688 	10637 	11100 	10811 	11570 	11717 	10954 	11244 	10751 	: 	7120 	7100 	: 	4600 	8600 	9700 	10000 	11100 	12600 	12500 	10300 	14600 	10700 
GOV,RSE,T,FTE,PT	1336 p	1447 	1386 b	1682 	2531 	2440 	2765 	3203 	3159 	3248 e	3338 	3389 e	3440 	3543 e	3646 	3546 e	3445 	3187 de	2930 d	2835 de	2741 d	2238 de	2111 de	1991 d	2043 de	2095 d	2027 de	1960 d	1919 de	1877 d	1789 de	1701 d	1731 de	1760 bd	: 	: 
GOV,RSE,T,FTE,RO	6659 	6409 	6583 	6372 	5846 b	5590 	5744 	6169 	5818 	5585 	7082 	6326 	6043 	5934 	5599 	5244 	5703 	6592 	6356 	7496 	8431 	8690 	9828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,RS	: 	2874 	3097 	3040 	2869 	2635 	2718 	2675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,RU	146840 	144700 	144776 	149593 	141572 	145056 	146211 	145988 	153059 	153629 	154827 	147896 	146370 	145646 	144716 	142191 	143519 	147332 	152161 	151777 	157784 	156934 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,SE	3322 	2304 e	2386 be	2002 e	2097 be	1892 e	1483 e	1770 e	1941 bde	3041 de	2929 bde	2345 d	2287 d	: 	2260 d	: 	2423 d	: 	2439 d	: 	2738 d	: 	2307 bde	: 	1714 de	: 	1545 de	: 	1508 d	: 	1448 d	: 	1484 d	: 	1438 d	: 
GOV,RSE,T,FTE,SI	1629 p	1744 	1825 	1850 	1817 b	2036 	2171 	2156 	1998 	1804 	1591 	1124 	1044 	1493 	1452 	1495 	1510 	1500 	1400 	1581 	1607 	1604 	1477 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,SK	3084 d	3123 d	2635 d	2967 d	2892 d	2999 d	2763 d	2851 d	2890 d	2494 d	2503 d	2345 d	2436 d	2380 d	2438 d	2526 	2428 d	2557 d	2468 bd	3851 d	3654 d	3903 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,TR	: 	6541 	6294 	6288 	6060 	6087 	5703 	4874 	4832 	4709 	4249 	3762 	3646 	2754 	2512 	2479 	2197 	2065 	2245 	2349 	1859 	1756 	1774 	1988 	1900 	1637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,FTE,UK	7609 ep	7769 	7641 	7729 	7571 	8620 	8701 	8695 	8504 	8936 	9311 	9205 	9445 	9242 	9998 b	15003 	14980 	14368 	12496 	13021 	13673 	14032 	14037 b	15064 b	15027 b	15061 	15000 	15019 	15000 	15000 b	19000 	19000 	20000 	20000 	20000 b	: 
GOV,RSE,T,FTE,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47822 d	48187 d	47522 d	47371 d	48202 d	49800 d	52100 d	53900 d	: 	60000 d	61800 d	58300 d	59400 d	58800 d	54200 d	54300 d	: 	52100 bd	62100 d	61300 d	60000 d	59200 d	: 
GOV,RSE,T,HC,AT	: 	: 	3472 	: 	3337 	: 	3145 	: 	2783 	2789 	: 	2315 	: 	2368 	: 	: 	: 	2290 	: 	: 	: 	: 	2025 	: 	: 	: 	1268 	: 	: 	: 	1225 	: 	: 	: 	1277 	: 
GOV,RSE,T,HC,BA	: 	69 	97 	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,BE	: 	: 	4061 	3962 b	3215 	3069 	3251 	3092 	2653 	2567 	2511 	2431 	2180 	2119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,BG	: 	5176 	5414 	5485 	5886 	5877 	6015 	6256 	6440 	6493 	6472 	6474 	6377 	6326 	6387 	6763 	7577 	8080 	8178 	8876 	7795 	8177 	12842 	12560 	14751 	15423 	14062 	13210 	14353 	13367 	10312 	9454 	8944 	9130 	8556 	8245 
GOV,RSE,T,HC,CH	1095 d	1089 d	: 	980 d	: 	955 d	: 	1034 d	: 	980 d	: 	960 d	: 	985 d	: 	770 bd	: 	965 	: 	1350 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,CN_X_HK	: 	: 	: 	339576 	320814 	303114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,CY	: 	174 	188 	202 	215 	206 	201 	224 	225 	234 	222 	212 	217 	219 	201 	177 	160 	156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,CZ	: 	8709 	8413 	7985 	8220 	8016 	8412 	9611 	9284 	9293 	8639 	8213 	7997 	7850 	7910 	7860 	7432 	8480 	8899 	8712 	6695 	4966 	4656 	8329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,DE	: 	61224 b	66264 	65538 	64279 	61342 	58098 	53469 	49509 e	47783 	44898 	47326 	43935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,DK	: 	2394 	2289 	2092 	2038 	2030 	1971 	1762 	1969 b	3282 	3104 	3353 	3269 	3118 bd	6117 	6118 	6767 	: 	6606 	: 	7378 	: 	6202 	: 	6219 	: 	6049 	: 	5813 	: 	5501 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,EA19	: 	198443 e	201067 	198461 e	192361 	186673 e	183447 e	174469 e	167600 e	163720 e	155811 e	151167 e	144112 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,EE	668 	738 	749 	726 	733 	745 	723 	754 	740 	736 	622 	636 	637 	605 	610 	675 	758 	765 	893 	1565 	1769 	2056 	2054 	2153 	3737 	3976 	3720 	3834 	3886 	3877 	3755 	3688 	3769 	3618 	3541 	3304 
GOV,RSE,T,HC,EL	: 	: 	8567 	: 	6094 b	: 	: 	: 	: 	: 	2916 	: 	3027 	: 	2868 	: 	2746 	: 	3094 	: 	3051 	: 	2592 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,ES	: 	31094 	31018 	32192 	33278 	33884 	34277 	32653 	30264 	27957 	28212 	24245 	21467 	18137 	18687 	17071 	15873 	: 	14573 	: 	11379 	10362 	11847 	11722 	: 	: 	9129 	8772 	6967 	5317 	3291 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,EU28	: 	264483 e	266444 	260602 e	254869 	247444 e	242436 e	234629 e	227848 e	226714 e	219363 e	214448 e	206122 e	200861 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,FI	: 	5179 	5732 	5677 	5937 	5970 	5762 	5687 	5714 	5703 	5622 	5326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,FR	: 	: 	28520 	28051 	27626 	27433 b	30487 d	29206 d	28709 d	27441 d	27671 d	26645 d	26376 d	25973 bd	23012 de	27569 e	: 	21698 	22090 	23998 	23105 	22774 	21615 	21457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,HR	: 	2582 d	2780 d	2887 d	2901 	3123 	3107 	2851 	2734 	2925 	2841 	4721 	3896 	3491 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,HU	: 	6257 	5770 	5726 	6237 	6148 	5973 	5750 	5941 	6217 	6213 	5921 b	5822 d	5735 d	5172 d	5366 	5090 d	4832 d	4395 d	4392 d	4075 d	4418 d	4634 d	4895 d	5616 d	6316 d	6585 d	6700 d	6806 d	6832 d	6742 d	6585 d	6878 d	6824 d	6849 d	6346 
GOV,RSE,T,HC,IE	: 	544 	516 	558 	599 	607 	587 	587 	565 	520 	457 	588 	666 	587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,IS	242 	: 	168 b	: 	506 b	: 	1230 	1091 	1044 	1139 	1026 	: 	1022 	: 	678 	: 	821 	656 	610 	: 	484 	: 	478 	: 	370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,IT	28395 p	28314 	27621 	25930 	23715 	22336 	20747 	20385 	21570 	23171 	18818 	17817 	17389 	16086 	16226 	18512 	18170 	18656 	18967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,JP	: 	34067 	34287 	34829 	35234 	35693 	35971 	35084 	35618 	36268 	36675 	36725 	36268 	36052 	35992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,KR	: 	27508 	26153 	24822 	23710 	22018 	20607 	17277 	17459 b	14590 d	13465 d	12588 d	12636 d	12467 d	12735 d	12491 d	12467 d	11475 d	13692 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,LT	: 	1761 	1696 	1700 	1732 	1599 	1764 	1680 	1694 	1759 	1878 	1753 	1736 	1866 	2383 	2566 	2836 	2934 	3034 	3014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,LU	: 	: 	788 	786 	816 	721 	648 	: 	543 	482 	431 	: 	365 	331 	307 	264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,LV	: 	904 	944 	964 	915 	784 	838 	1020 	1378 	1262 	773 	622 	660 	744 	769 	800 	899 	971 	1225 	1478 	1579 	1538 	1815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,ME	: 	491 	508 	: 	494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,MK	: 	: 	: 	453 	292 	665 	627 	800 	790 	812 	768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,MT	37 p	25 	26 	37 	38 	42 	50 	42 	25 	47 	34 	24 	9 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,NL	: 	11096 d	11315 d	11581 bd	8101 d	7900 d	7736 d	7803 d	8044 d	8084 d	7800 d	8532 d	8627 bd	7258 	7263 	6492 b	7514 	8746 	8529 	8559 	8469 	8868 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,NO	: 	6233 	6350 	6216 	6205 	6050 	5982 d	5520 d	5465 d	: 	4542 d	: 	4330 d	: 	4077 d	: 	3971 d	: 	4037 d	: 	3919 d	: 	3895 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,PL	: 	16050 	15633 	15628 	16098 	16236 	15462 	14938 	14956 	14511 	14094 	14377 	14964 	16291 	11762 	12361 	12179 	12811 	13600 	12332 	12336 	12293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,PT	: 	4510 	4101 b	4784 	6059 	5101 	4425 	4421 	4607 	5105 e	5602 	5315 e	5027 	5119 e	5211 	5290 e	5368 	4351 	3334 	3236 e	3138 	3008 e	2889 e	2774 	2838 e	2902 	2794 e	2685 	2608 e	2531 	2405 e	2278 	2290 e	2301 	: 	: 
GOV,RSE,T,HC,RO	: 	6799 	6859 	6664 	6117 b	5831 	6010 	6541 	6100 	5864 	7267 	6586 	6270 	6082 	5764 	5390 	5855 	6741 	6472 	7599 	8623 	8922 	9968 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,RS	: 	2920 	3133 	3083 	2929 	2666 	2782 	2738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,RU	: 	132796 e	132204 e	136521 e	128717 e	131734 e	132955 e	132261 e	138169 e	138728 e	139378 e	132350 e	131906 e	131607 e	131190 e	129725 	131267 	130939 	137659 	141083 	146342 	143685 	145200 	160900 	166100 	167300 	171300 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,SE	: 	: 	9527 be	: 	6394 be	: 	2217 e	: 	2843 be	: 	4734 bde	: 	3399 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,SI	: 	2077 	2165 	2169 	2153 b	2457 	2472 	2462 	2194 	1973 	1846 	1313 	1221 	1939 	1845 	1919 	1963 	1934 	1864 	1669 	1756 	1821 	1735 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,SK	: 	3975 d	3324 d	3683 d	3519 d	3484 d	3275 d	3274 d	3299 d	2939 d	2845 d	2706 d	2844 d	2722 d	2761 d	2855 	2720 d	2815 d	2732 d	4437 d	4200 d	4534 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,TR	: 	7251 	7083 	7359 	7073 	7099 	6632 	5692 	5786 	5468 	5400 	4734 	4569 	3804 	3489 	3156 	2751 	2688 	3120 	3254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,RSE,T,HC,UK	: 	8873 	8714 	8752 	8617 	9714 	9821 	9832 	9981 	9736 	10188 	10004 	10016 	9848 	9893 b	: 	15278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,AT	: 	: 	207 	: 	188 	: 	195 	: 	187 	173 	: 	156 	: 	170 	: 	: 	: 	166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,BA	: 	9 	7 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,BE	: 	: 	: 	: 	430 	421 	383 	372 	305 	306 	331 	308 	428 	426 	394 	370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,BG	: 	: 	: 	: 	1347 	1473 	1372 	1392 	1557 	1663 	1664 	1745 	1777 	1943 	1930 	1924 	1671 	2384 	2129 	3579 	3276 	3122 	2533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,CY	: 	31 	35 	34 	33 	37 	37 	43 	47 	43 	39 	41 	41 	53 	43 	42 	46 	43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,CZ	: 	1696 	1724 	1563 	1551 	1581 	1741 	1650 	1706 	1635 	1599 b	1141 	1193 	1196 	1251 	1117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,DE	: 	8546 b	6194 	5650 	5545 	5593 	5403 	5338 	5262 	4762 	4127 	3465 	3805 	: 	: 	: 	16661 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,DK	: 	111 	105 	87 	78 	66 	89 	: 	195 b	454 	447 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,EE	122 	106 	136 	123 	105 	94 	82 	82 	83 	64 	48 	101 	98 	98 	70 	131 	117 	136 	157 	221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,EL	: 	: 	: 	: 	948 b	: 	: 	: 	: 	: 	551 	: 	559 	: 	: 	: 	459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,ES	: 	7142 	7147 	7501 	7921 	8025 	7395 	4181 	4904 	3869 	3064 	2720 	2568 	2411 	2590 	2081 	2032 	: 	1649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,HR	: 	546 d	554 d	559 d	546 	529 	566 	470 	514 	457 	430 	262 	256 	234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,HU	: 	910 	1020 	1115 	1065 	1052 	1097 	1087 	1065 	1070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,IE	: 	59 	57 	63 	69 	62 	70 	66 	110 	96 	107 	108 	109 	107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,IS	: 	: 	: 	: 	59 b	: 	89 	80 	77 	103 	111 	: 	: 	: 	: 	: 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,IT	: 	4811 	4884 	5081 	4721 	4559 	4253 	3735 	4107 	4647 	4211 	4026 	3997 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1330 	1089 	724 	690 	609 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	840 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,LT	: 	: 	: 	: 	312 	389 	444 	494 	475 	469 	453 	518 	556 	546 	765 	757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GOV,TEC,F,FTE,LU	: 	: 	94 	92 	87 	77 	70 	: 	45 	40 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
