sex,prof_pos,sectperf,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 
F,RSE,BES,PC_EMP_FTE,HR	: 	0.058 	0.0632 	0.0769 	0.0719 	0.0732 	0.0718 	0.0671 	0.0458 	0.0388 	0.0427 	0.0644 	0.0565 	0.0625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,HU	: 	0.1485 	0.1463 	0.1459 	0.1467 	0.1319 	0.1156 	0.1038 	0.0947 	0.0808 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,IE	: 	: 	0.2905 	: 	0.242 	0.2465 e	0.2347 	0.1988 	0.1877 	0.1814 	0.1698 	0.1673 	0.1625 	0.1635 	0.1727 	: 	0.1677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,IS	: 	: 	: 	: 	0.3558 b	: 	0.3795 	0.4256 	0.4126 	0.4743 	0.4508 	: 	0.3865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,IT	: 	0.1069 	0.103 	0.095 	0.0895 	0.0861 	0.0882 	0.0822 	0.0771 	0.0665 	0.0653 	0.0613 	0.0631 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0883 	0.0912 	0.0825 	0.0836 	0.0819 	0.0718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0303 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,LT	: 	0.114 	0.0932 	0.0731 	0.0709 	0.0658 	0.0592 	0.061 	0.0531 	0.0453 	0.0327 	0.0256 	0.024 	0.0128 	0.0279 	0.0194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,LU	: 	: 	0.1053 	: 	0.1732 	: 	0.1667 	: 	0.1955 	: 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,LV	: 	: 	0.0596 	0.063 	0.0698 	0.0537 	0.0419 	0.0529 	0.037 	0.0539 	0.05 	0.0549 	0.0512 	0.0753 	0.0889 	0.0875 	0.0147 	0.0148 	0.0167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,MK	: 	: 	: 	0.0365 	0.0376 	0.029 	0.0269 	0.0232 	0.0205 	0.0199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,MT	: 	0.1442 	0.1985 	0.2379 	0.1879 	0.1277 	0.1292 	0.116 	0.114 	0.1196 	0.1141 	0.0875 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,NL	: 	0.2105 	0.218 	0.1826 b	0.1428 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,PL	: 	0.0691 	0.063 	0.0458 	0.034 	0.0359 	0.0325 	0.0374 	0.042 	0.0385 	0.0418 	0.0292 	0.0248 	: 	: 	0.0523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,PT	: 	0.1532 	0.1448 b	0.1712 	0.1638 	0.136 	0.1328 	0.1325 	0.1116 	0.0803 e	0.049 	0.0496 e	0.0503 	0.0419 e	0.0336 e	0.0286 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,RO	: 	0.0576 	0.0581 	0.0524 	0.0379 b	0.0606 	0.0587 	0.0617 	0.0752 	0.0791 	0.1132 	0.0965 	0.1071 	0.1173 	0.1065 	0.1203 	0.1498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,SE	: 	: 	0.4449 b	: 	0.3406 	: 	0.3543 	: 	0.3358 b	: 	0.4445 d	: 	0.3436 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,SI	: 	0.2934 	0.2963 	0.2716 	0.2767 b	0.1836 	0.1683 	0.1569 b	0.1458 	0.1295 	0.1125 	0.0979 	0.093 	0.1096 	0.1027 	0.0995 	0.1086 	0.0975 	0.0933 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,SK	: 	0.0458 	0.0461 	0.0495 	0.0438 	0.0377 	0.0348 	0.0353 	0.041 	0.0616 	0.0647 	0.0622 	0.0618 	0.0698 	0.066 	0.07 	0.0768 	0.0856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_FTE,TR	: 	0.1325 	0.1305 	0.1159 	0.1031 	0.0953 	0.0878 	0.0781 	0.0716 	0.0536 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,AT	: 	: 	0.3114 	: 	0.261 	: 	0.2394 	: 	0.1988 	0.1802 	: 	0.1572 	: 	0.1215 	: 	: 	: 	0.0797 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,BE	: 	: 	0.3667 	: 	0.363 	0.3222 	0.2651 	0.2641 	0.2287 	0.2258 	0.222 	0.2163 	0.2218 	0.224 	0.2223 	0.2009 	0.2044 	0.2013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,BG	: 	0.1135 	0.0996 	0.0742 	0.0567 	0.0514 	0.0583 	0.0466 	0.0406 	0.0381 	0.0443 	0.048 	0.0499 	0.0425 	0.0448 	0.0466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,CH	: 	: 	: 	0.2129 	: 	: 	: 	0.1083 	: 	: 	: 	0.1646 	: 	: 	: 	0.1324 	: 	: 	: 	0.1274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,CY	: 	0.0534 	0.0566 	0.053 	0.0511 	0.0541 	0.0617 	0.0565 	0.0464 	0.049 	0.048 	0.0403 	0.0399 	0.0511 	0.0496 	0.0437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,CZ	: 	0.1569 	0.145 	0.1328 	0.1231 	0.1119 	0.1134 	0.1129 	0.1011 	0.094 	0.1021 	0.1116 	0.1001 	0.0942 	0.0855 	0.0873 	0.0762 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,DE	: 	: 	0.1726 	: 	0.173 	: 	0.1542 	: 	0.1406 	: 	0.1337 	: 	0.1303 	: 	0.1337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,DK	: 	: 	0.5978 	0.6506 	0.6146 	0.5549 e	0.5307 	: 	0.461 b	: 	0.4762 	: 	0.3674 	0.3524 b	0.2204 	: 	0.2043 	0.1787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,EA19	: 	: 	0.236 	: 	0.2134 	: 	0.1808 e	: 	0.1658 	: 	0.1405 e	: 	0.1334 e	: 	0.1236 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,EE	: 	0.2117 	0.1921 	0.2117 	0.2422 	0.2093 	0.1979 	0.1602 	0.1711 	0.1159 	0.113 	0.0913 	0.079 	0.0607 	0.0679 	0.0588 	0.0832 	0.0505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,EL	: 	: 	0.1111 	: 	0.11 b	: 	: 	: 	0.11 	: 	0.1054 	: 	0.0979 	: 	0.0596 	: 	0.0645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,ES	: 	0.2312 	0.2326 	0.22 	0.2126 	0.2113 	0.2115 	0.2084 	0.1885 	0.1755 	0.1526 	0.149 	0.135 	0.1189 b	0.0671 	: 	0.0642 	: 	0.0512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,EU28	: 	: 	0.216 	0.202 e	0.1903 	0.176 e	0.1625 e	: 	0.1528 	: 	0.1422 e	: 	0.1346 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,FI	: 	0.3877 	0.38 	0.3745 	0.3988 	0.3904 	0.4014 	0.3823 	0.3867 	0.4155 	0.4026 	0.4084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,FR	: 	: 	0.3546 	0.3436 	0.3165 	0.2924 	0.255 	0.2414 	0.2373 	0.215 b	0.1957 	0.2063 	0.1915 	0.1953 	0.1776 b	0.1696 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,HR	: 	0.0704 	0.0709 	0.0846 	0.0743 	0.0778 	0.0802 	0.0739 	0.0515 	0.0453 	0.0492 	0.0714 	0.0565 	0.0628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,HU	: 	0.161 	0.1613 	0.1601 	0.1681 	0.1529 	0.1337 	0.1206 	0.1088 	0.0942 	0.0777 	0.0731 	0.0755 	0.0728 	0.0691 	0.0714 	0.0558 	0.0634 	0.0721 	0.0745 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,IE	: 	: 	0.3659 	: 	0.2798 	0.274 e	0.2607 	0.2243 	0.2118 	0.2039 	0.1899 	0.1892 	0.1783 	0.18 	0.1979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,IS	0.6238 	: 	0.5425 b	: 	0.4571 b	: 	0.4711 	0.5761 	0.5584 	0.6556 	0.6356 	: 	0.5915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,IT	: 	0.1313 	0.1234 	0.1164 	0.1083 	0.1037 	0.1046 	0.0973 	0.0931 	0.0773 	0.0732 	0.0706 	0.071 	0.075 	0.0699 	0.0715 	0.0694 	0.0737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,JP	: 	: 	0.1593 	0.1592 	0.1533 	0.1523 	0.1535 	0.1443 	0.1502 	0.1356 	0.1283 	0.1206 	0.1255 	0.1049 	0.0965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,KR	: 	: 	0.3698 	0.3536 	0.3168 	0.2713 	0.246 	0.2242 	0.2048 b	0.1853 d	0.1678 d	0.1377 d	0.1234 d	0.1217 d	0.1135 d	0.0837 d	0.0522 d	0.0462 d	0.0476 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,LT	: 	0.2 	0.118 	0.0983 	0.0981 	0.0839 	0.0687 	0.0771 	0.0617 	0.0516 	0.0399 	0.0285 	0.0268 	0.0165 	0.0366 	0.022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,LU	: 	: 	0.1095 	: 	0.1979 	: 	0.214 	: 	0.3607 e	: 	0.3198 	: 	0.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,LV	: 	: 	0.1064 	0.1241 	0.1184 	0.0833 	0.0513 	0.1112 	0.1191 	0.065 	0.06 	0.0606 	0.0822 	0.1201 	0.1151 	0.1239 	0.0158 	0.0157 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,MK	: 	: 	: 	0.0365 	0.0402 	0.03 	0.0269 	0.0232 	0.0205 	0.0199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,MT	: 	0.158 	0.2212 	0.279 	0.2103 	0.1375 	0.1377 	0.1208 	0.12 	0.1348 	0.1283 	0.0977 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,NL	: 	0.3047 	0.3109 	0.2879 b	0.2042 b	: 	0.0879 	: 	0.1082 	: 	0.0814 	: 	0.0597 	: 	0.0756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,NO	: 	0.3966 d	0.3568 d	0.3468 d	0.3398 d	0.3287 d	0.3319 d	0.3214 d	0.2934 d	: 	0.2582 d	0.2639 d	0.2549 d	: 	0.2906 d	: 	0.2383 d	: 	0.2264 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,PL	: 	0.0791 	0.0733 	0.0543 	0.0415 	0.0392 	0.0379 	0.0461 	0.0436 	0.0441 	0.0489 	0.042 	0.0352 	: 	: 	0.0523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,PT	: 	0.3313 	0.3537 b	0.3403 	0.3 	0.2626 	0.2478 	0.2406 	0.1955 	0.1349 e	0.0743 	0.0784 e	0.0827 	0.0707 e	0.059 	0.0492 e	0.0393 	0.0331 	0.0273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,RO	: 	0.0656 	0.0638 	0.0573 	0.0449 b	0.0641 	0.0613 	0.0652 	0.0802 	0.0817 	0.116 	0.0978 	0.1085 	0.1202 	0.1095 	0.1254 	0.1564 	0.1895 	0.1781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,RU	: 	: 	: 	0.2091 e	0.2229 e	0.2251 e	0.2346 e	0.2395 e	0.2493 e	0.2588 e	0.2705 e	0.3012 e	0.3243 e	0.33 e	0.3587 e	0.3711 	0.3771 	0.4169 	0.4678 	0.5022 	0.5509 	0.5592 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,SE	: 	: 	0.5189 b	: 	0.3907 	: 	0.4028 	: 	0.3897 b	: 	0.5248 bd	: 	0.3769 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,SI	: 	0.3636 	0.3653 	0.3416 	0.344 b	0.2134 	0.1984 	0.1883 b	0.1738 	0.1593 	0.1345 	0.1138 	0.103 	0.1319 	0.1261 	0.1169 	0.1284 	0.1147 	0.1108 	0.1006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,SK	: 	0.06 	0.0615 	0.0674 	0.0557 	0.0488 	0.0432 	0.0482 	0.0532 	0.0753 	0.0798 	0.0723 	0.0707 	0.0789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,TR	: 	0.1524 	0.1463 	0.1284 	0.1189 	0.1121 	0.1014 	0.0889 	0.0786 	0.0647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,BES,PC_EMP_HC,UK	: 	0.1952 	0.1881 	0.1641 	0.1558 	0.1352 	0.1244 e	0.1257 e	0.1323 e	0.1392 e	0.1405 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,AT	: 	: 	0.0331 	: 	0.0318 	: 	0.0313 	: 	0.0261 	0.0254 	: 	0.0189 	: 	0.0185 	: 	: 	: 	0.0175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,BE	: 	: 	0.0565 	0.0561 b	0.0426 	0.0397 	0.0424 	0.0404 	0.0375 	0.0356 	0.0335 	0.0334 	0.031 	0.0305 	0.0315 	0.0297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,BG	: 	0.1906 	0.1941 	0.1906 	0.2053 	0.1999 	0.1945 	0.1949 	0.2021 	0.196 	0.2 	0.2041 	0.2035 	0.1962 	0.1888 	0.2006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,CY	: 	0.0215 	0.0204 	0.0204 	0.0221 	0.0251 	0.0259 	0.0303 	0.0278 	0.029 	0.0303 	0.03 	0.0287 	0.0249 	0.025 	0.0229 	0.022 	0.0198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,CZ	: 	0.1043 	0.1016 	0.0939 	0.1013 	0.0985 	0.1026 	0.1152 	0.1147 	0.1065 	0.0977 b	0.0732 	0.0725 	0.0635 	0.0687 	0.0614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,DE	: 	0.0883 b	0.0955 	0.0935 	0.089 	0.0851 	0.0785 	0.0695 	0.0648 	0.0604 	0.057 	0.0617 	0.0548 	0.0527 	0.0511 	0.0495 	0.0479 	: 	0.047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,DK	: 	0.0491 	0.0435 	0.0385 	0.0297 	0.0298 	0.0314 	: 	0.0329 b	0.0603 	0.057 	0.0606 	0.0592 	0.0577 b	0.098 d	0.0955 	0.1015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,EE	0.1019 	0.1015 	0.1028 	0.1044 	0.1003 	0.1025 	0.0948 	0.0985 	0.1016 	0.0939 	0.0885 	0.0884 	0.0871 	0.0856 	0.0853 	0.0891 	0.0991 	0.1047 	0.105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,EL	: 	: 	0.1304 	: 	0.0989 b	: 	: 	: 	: 	: 	0.0365 	: 	0.036 	: 	0.0342 	: 	0.0366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,ES	: 	0.0879 	0.0921 	0.0961 	0.1025 	0.1121 	0.114 	0.1101 	0.1067 	0.1041 	0.1127 	0.0975 	0.0897 	0.0747 	0.0811 	0.068 	0.0689 	: 	0.0585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,FR	: 	: 	0.0738 e	0.07 e	0.0688 e	0.0677 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,HR	: 	0.1155 d	0.1261 d	0.1272 d	0.134 	0.1323 	0.127 	0.1185 	0.1158 	0.1258 	0.1251 	0.1494 	0.1427 	0.1265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,HU	: 	0.093 	0.096 	0.0983 	0.1112 	0.1047 	0.1018 	0.0918 	0.0903 	0.0973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,IE	: 	0.019 	0.0173 	0.0192 	0.0205 	0.0199 	0.0186 	0.0208 	0.0199 	0.02 	0.0174 	0.0212 	0.0205 	0.0203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,IS	: 	: 	: 	: 	0.2049 b	: 	0.2728 	0.2356 	0.2284 	0.2629 	0.2501 	: 	0.213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,IT	0.0935 p	0.0917 	0.0939 	0.089 	0.0845 	0.0767 	0.0721 	0.0666 	0.0763 	0.0687 	0.058 	0.0577 	0.0568 	: 	: 	: 	: 	0.0542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0114 	0.0108 	0.01 	0.0095 	0.0089 	0.0086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0061 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,LT	: 	0.0988 	0.0981 	0.093 	0.0932 	0.1044 	0.1233 	0.1183 	0.1181 	0.1169 	0.1223 	0.101 	0.1077 	0.1138 	0.1378 	0.1464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,LU	: 	: 	0.2495 	0.2415 	0.2548 	0.229 	0.2097 	: 	0.1913 	0.1549 	0.1226 	: 	0.1081 	0.1177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,LV	: 	0.0775 	0.0778 	0.0783 	0.0802 	0.0684 	0.0699 	0.0793 	0.0779 	0.0649 	0.0636 	0.0511 	0.0549 	0.0584 	0.0632 	0.068 	0.0817 	0.0837 	0.0974 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,MK	: 	: 	: 	0.0634 	0.0378 	0.0626 	0.0592 	0.0673 	0.0666 	0.0687 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,MT	0.0053 p	0.005 	0.0086 	0.009 	0.0159 	0.0228 	0.0253 	0.0286 	0.0117 	0.0255 	0.0167 	0.0354 	0.004 	0.0041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,NL	: 	0.0757 d	0.0755 d	0.0832 bd	0.0551 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,PL	: 	0.0745 	0.0738 	0.0727 	0.0692 	0.0751 	0.069 	0.0644 	0.0696 	0.0668 	0.0637 	0.0651 	0.0661 	: 	: 	0.068 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,RSE,GOV,PC_ACT_FTE,PT	: 	0.034 	0.0325 b	0.0406 	0.0623 	0.0582 	0.0671 	0.0779 	0.0757 	0.0778 e	0.0799 	0.0827 e	0.0849 	0.0871 e	0.0899 	0.087 e	0.0843 	: 	0.0751 	: 	0.0691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
